snackName,rating,choseFor,pcResponse
0.75,1.969313,2,1
$1.0,0.305105,2,1
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,-0.526999,2,1
$0.75,-1.359103,1,1
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,-0.526999,2,0
$1.5,-1.359103,1,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,-0.526999,1,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,0.305105,1,0
$1.0,0.305105,2,0
$1.5,-0.526999,1,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,-3.023312,1,1
$1.0,-0.526999,2,0
$1.0,-3.023312,1,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,0.305105,1,0
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.305105,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,NaN,1,1
$0.5,1.137209,1,0
..\..\JOCN-master\task a\images\nestle_butterfinger_bar.jpg,NaN,2,1
$1.25,-0.526999,2,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.305105,1,0
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,NaN,1,1
$1.25,1.969313,1,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.305105,1,1
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,NaN,1,1
$1.5,1.137209,2,1
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,0.305105,2,1
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,0.305105,1,0
$1.5,NaN,2,1
$1.0,0.305105,2,0
$1.5,-0.526999,2,0
..\..\JOCN-master\task a\images\skittles_original_candy.jpg,-0.526999,2,0
