snackName,rating,choseFor,pcResponse
$1.25,-2.959113,1,1
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,NaN,1,1
..\..\JOCN-master\task a\images\lance_toasty_with_pb.jpg,-3.942752,1,1
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg,-0.008197,1,1
$1.25,0.975442,2,1
$1.75,-0.008197,2,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,-0.991836,2,0
..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG,NaN,2,1
$1.5,-0.008197,2,0
..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,0.975442,2,0
..\..\JOCN-master\task a\images\lance_van-o_cookies.jpg,NaN,2,1
$1.75,-0.008197,1,0
$0.75,NaN,2,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,-0.008197,2,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\austin_lemon ohs_lemon cookies.jpg,-0.991836,2,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,NaN,1,1
$1.25,-0.008197,2,0
$1.75,-0.008197,2,0
..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG,0.975442,2,0
..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg,-0.008197,2,0
$1.5,NaN,1,1
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,-0.008197,1,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\kind_dark_chocolate.jpg,NaN,1,1
$1.75,0.975442,1,0
$1.25,-0.991836,1,0
$1.75,-0.008197,2,0
..\..\JOCN-master\task a\images\belvita_blueberry.JPG,NaN,2,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,-0.008197,2,0
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,NaN,2,1
..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg,NaN,1,1
..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kind bar_peanut butter_bar.jpg,0.975442,1,0
$1.75,-0.008197,1,0
$1.75,-0.008197,2,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,-0.991836,2,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,-0.991836,2,0
$1.75,-0.991836,1,0
..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,-1.975475,1,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,-0.991836,2,0
$1.5,-0.991836,2,0
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,-0.008197,2,0
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,-0.991836,2,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,0.975442,1,0
$0.75,NaN,1,1
$1.75,-0.991836,2,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,-0.008197,2,0
$1.25,-1.975475,1,0
$1.75,-0.008197,1,0
..\..\JOCN-master\task a\images\snickers_almond_bar.jpg,-0.008197,1,1
$1.75,0.975442,1,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,-0.008197,2,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.975442,1,0
$1.75,-0.008197,2,0
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\basils_duplex_sandwich_cremes.jpg,NaN,1,1
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\kars_raisin_almond_cashew_mix.jpg,-0.008197,1,0
$1.5,0.975442,1,1
$1.75,-0.008197,2,0
$1.75,-0.991836,2,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,0.975442,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,-0.008197,2,0
..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\kind bar_peanut butter_bar.jpg,NaN,2,1
$1.25,NaN,2,1
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\basils_duplex_sandwich_cremes.jpg,NaN,1,1
..\..\JOCN-master\task a\images\belvita_golden_oats.JPG,0.975442,1,0
$1.5,-0.991836,2,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,-0.991836,2,0
..\..\JOCN-master\task a\images\cliff_chocolate chip_bar.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,-0.008197,1,0
$1.75,-0.008197,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\austin_choco creme_choc cookies.jpg,-0.008197,1,0
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,NaN,2,1
$1.5,-1.975475,2,0
$1.75,-0.991836,1,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,-0.008197,2,0
..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,-0.008197,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,NaN,1,1
$1.5,-0.008197,2,0
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,NaN,2,1
$0.75,NaN,2,1
$1.5,-0.991836,2,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.975442,2,0
$1.75,NaN,2,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,0.975442,2,0
$1.5,-0.991836,2,0
$1.0,NaN,1,1
$1.75,-0.008197,2,0
$1.75,0.975442,2,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,-1.975475,2,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,NaN,2,1
$1.5,NaN,1,1
$1.75,0.975442,2,0
$1.75,0.975442,2,0
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\nestle_butterfinger_cups.jpg,-0.008197,1,0
..\..\JOCN-master\task a\images\annie's_chocolate_bunny_grahams.jpg,-0.008197,2,0
$0.75,NaN,2,1
$1.25,NaN,2,1
$1.75,0.975442,2,0
..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg,0.975442,1,0
$1.75,0.975442,1,0
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\kettle_original.jpg,0.975442,2,0
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\fiber one_cinamon_coffee cake.jpg,NaN,2,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-0.991836,2,0
$1.25,-1.975475,1,0
..\..\JOCN-master\task a\images\fiber one_cinamon_coffee cake.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\belvita_blueberry.JPG,0.975442,1,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,0.975442,2,0
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,0.975442,1,0
$1.5,-0.991836,1,0
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\baked_lays_sour cream and onion.jpg,-0.008197,2,0
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,0.975442,2,0
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,-0.008197,2,0
..\..\JOCN-master\task a\images\wheat_thins.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\basils_duplex_sandwich_cremes.jpg,NaN,1,1
$1.75,0.975442,1,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,-0.008197,2,1
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,-0.991836,1,0
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,NaN,1,1
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\kars_mango pinapple_trail mix.jpg,NaN,1,1
$1.75,0.975442,1,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\nature_valley_granola_cups_almond_butter.jpg,0.975442,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,NaN,1,1
..\..\JOCN-master\task a\images\lance_choc-o_cookies.jpg,NaN,2,1
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,-0.008197,1,0
$1.75,0.975442,2,0
$1.75,0.975442,1,0
$1.25,-1.975475,2,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,0.975442,2,0
$1.25,NaN,2,1
$1.75,0.975442,2,0
$1.75,0.975442,1,0
..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg,-0.991836,2,0
$1.75,0.975442,2,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,-0.008197,2,0
$1.75,NaN,2,1
$1.75,-0.008197,2,0
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,NaN,1,1
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,0.975442,1,0
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,-0.008197,1,0
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,NaN,2,1
$1.25,NaN,1,1
$0.5,NaN,1,1
