snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,1.236487,1,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,-0.106304,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,NaN,1,1
$1.5,-0.106304,1,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,-0.106304,2,0
$1.75,0.565091,2,0
$1.25,-0.777700,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,NaN,2,1
..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nature_valley_granola_cups_almond_butter.jpg,1.907882,1,1
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,-1.449095,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,-0.106304,2,0
$1.0,-0.777700,2,0
..\..\JOCN-master\task a\images\nature_valley_granola_cups_almond_butter.jpg,-2.120491,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,NaN,1,1
$1.75,-0.777700,2,0
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,1.907882,1,1
$1.75,-0.777700,1,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,1.236487,1,0
$1.25,-0.777700,2,0
$0.5,NaN,1,1
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,-0.106304,1,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,-0.106304,2,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,-0.106304,2,0
$1.75,-0.106304,1,0
$0.75,-1.449095,2,0
$1.25,-1.449095,2,0
$1.75,1.236487,1,1
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,0.565091,2,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.565091,1,0
$1.75,-0.777700,1,0
..\..\JOCN-master\task a\images\wheat_thins.jpg,NaN,2,1
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,-0.106304,1,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg,-0.106304,1,0
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,1.236487,1,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,1.236487,1,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,NaN,1,1
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,NaN,1,1
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,-0.106304,1,0
$1.75,-0.106304,2,0
$1.25,NaN,1,1
$0.5,NaN,2,1
$1.25,-0.777700,2,0
$1.75,-0.106304,2,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,0.565091,1,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,1.236487,1,0
..\..\JOCN-master\task a\images\fig_newtons.jpg,-1.449095,2,0
..\..\JOCN-master\task a\images\welch's_berry.jpg,1.236487,1,0
$1.75,-0.106304,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,NaN,1,1
$1.5,-1.449095,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,1.236487,1,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,-0.106304,2,0
$0.75,NaN,2,1
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,-0.777700,1,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,-0.106304,2,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.565091,2,0
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,1.236487,1,0
$1.5,-0.777700,2,0
$1.75,-0.777700,2,0
$1.75,-0.777700,1,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\black_forest_gummies.jpg,0.565091,1,0
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,0.565091,1,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,-0.106304,2,0
$1.75,-0.106304,2,0
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,NaN,2,1
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,-0.106304,2,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.565091,1,0
$1.5,NaN,2,1
$1.75,-1.449095,2,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,-0.106304,2,0
$1.75,-0.106304,2,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,1.236487,1,1
..\..\JOCN-master\task a\images\kettle_bbq.jpg,-0.106304,2,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,NaN,1,1
