snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,-1.565880,2,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,1.056059,2,0
$1.75,0.182079,1,0
$1.75,0.182079,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,1.056059,1,0
$0.75,NaN,2,1
$1.75,-0.691901,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.182079,2,0
..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg,-1.565880,2,0
$1.5,-1.565880,1,0
$1.75,0.182079,1,0
..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,-0.691901,1,0
$1.75,0.182079,1,0
$1.75,0.182079,2,0
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,NaN,1,1
..\..\JOCN-master\task a\images\krave_jerky_sweet_chipotle.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.182079,1,0
$1.75,0.182079,1,0
..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,0.182079,2,0
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,0.182079,2,0
$1.75,0.182079,2,0
..\..\JOCN-master\task a\images\krave_jerky_chili_lime.jpg,-1.565880,2,0
..\..\JOCN-master\task a\images\stonyfield_fruit snacks.jpg,-0.691901,1,0
$1.5,-0.691901,2,0
..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg,NaN,2,1
..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,-0.691901,1,0
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.182079,1,0
$1.25,-0.691901,2,0
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,-1.565880,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,1.056059,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,0.182079,1,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,-0.691901,2,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,0.182079,1,1
$1.75,0.182079,2,0
..\..\JOCN-master\task a\images\kettle_original.jpg,0.182079,2,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,0.182079,1,0
..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,NaN,1,1
$1.5,-0.691901,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,-3.313840,1,1
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,1.056059,2,0
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,0.182079,1,0
$1.5,-0.691901,1,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,NaN,1,1
$1.75,-0.691901,1,1
$1.75,0.182079,1,0
$1.75,0.182079,1,0
$1.75,0.182079,1,0
$1.75,0.182079,2,0
$1.75,0.182079,1,0
0.75,-3.313840,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,1.056059,1,0
..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,NaN,2,1
$1.75,NaN,2,1
$1.0,-1.565880,1,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\cheez itz_original.jpg,-0.691901,2,0
..\..\JOCN-master\task a\images\krave_jerky_chili_lime.jpg,-0.691901,2,0
$1.75,0.182079,2,0
..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,-0.691901,1,0
$0.5,NaN,1,1
$1.75,NaN,1,1
$1.75,0.182079,1,0
$1.75,1.056059,2,1
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,0.182079,1,0
..\..\JOCN-master\task a\images\kettle_salt_pepper.jpg,0.182079,1,0
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,NaN,2,1
$0.5,NaN,2,1
$1.75,0.182079,2,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,-1.565880,2,0
$1.25,-1.565880,2,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\kettle_original.jpg,0.182079,2,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,1.056059,2,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,-1.565880,2,0
