snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\cheez itz_original.jpg,NaN,1,1
$0.5,NaN,2,1
$1.75,0.398426,1,0
$1.0,0.398426,2,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,0.398426,1,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,0.398426,1,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,-0.577311,1,0
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.398426,1,0
$1.25,-0.577311,2,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg,-3.504523,2,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.398426,2,0
$1.75,0.398426,1,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,NaN,1,1
$1.75,0.398426,1,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\fiber one_chocolate fudge_ brownie.jpg,NaN,2,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,-0.577311,1,0
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,-0.577311,1,1
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.398426,2,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.398426,1,0
$1.0,-0.577311,1,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,0.398426,1,0
$1.25,0.398426,1,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg,0.398426,1,0
$0.75,NaN,2,1
$1.0,0.398426,1,0
$1.75,0.398426,2,0
$1.75,0.398426,2,0
$0.75,NaN,1,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,-1.553049,1,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,0.398426,2,0
$1.75,0.398426,1,0
$0.75,-5.455998,1,0
$1.75,0.398426,1,0
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,NaN,2,1
$0.75,NaN,1,1
$1.0,0.398426,2,0
..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg,0.398426,1,0
$1.75,0.398426,1,0
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,-0.577311,1,0
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,NaN,2,1
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,0.398426,2,0
$1.5,0.398426,2,0
..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,0.398426,2,0
$1.25,0.398426,1,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,NaN,1,1
$1.75,0.398426,2,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,NaN,1,1
..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg,0.398426,2,0
$1.25,0.398426,1,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,NaN,1,1
$1.5,0.398426,2,0
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,NaN,1,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,NaN,1,1
$1.75,0.398426,2,0
$1.5,-0.577311,2,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,NaN,1,1
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,0.398426,1,0
$1.5,NaN,1,1
$1.5,0.398426,2,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,-0.577311,2,0
$1.25,-0.577311,2,0
$1.75,0.398426,1,0
$1.5,0.398426,1,0
$1.0,NaN,2,1
$0.75,NaN,1,1
$1.5,0.398426,1,0
..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.398426,1,0
$1.5,-0.577311,2,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,NaN,2,1
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.398426,2,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,NaN,2,1
$1.5,-0.577311,1,0
..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg,-2.528786,2,1
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,NaN,1,1
$1.5,0.398426,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,NaN,1,1
$1.0,NaN,2,1
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,NaN,2,1
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,NaN,2,1
$1.75,0.398426,2,0
$1.75,0.398426,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\welch's_berry.jpg,0.398426,2,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\skittles_original_candy.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.398426,2,0
$1.75,0.398426,2,0
$1.75,-4.480261,2,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.398426,1,0
$1.75,0.398426,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,0.398426,2,0
$1.5,-0.577311,1,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,0.398426,1,0
..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg,NaN,2,1
$1.75,0.398426,2,0
$1.5,NaN,2,1
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,0.398426,2,0
..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg,-2.528786,1,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.398426,1,0
$1.75,0.398426,1,0
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,NaN,2,1
$1.5,NaN,2,1
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,0.398426,2,0
