snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,2,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-0.111031,2,0
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,1,0
..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg,NaN,2,1
$1.75 ,0.590219,2,0
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,-0.111031,1,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,0.590219,1,0
$1.50 ,-1.513533,2,1
..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,NaN,2,1
$0.75 ,-0.111031,1,1
..\..\JOCN-master\task a\images\austin_lemon ohs_lemon cookies.jpg,NaN,2,1
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,-0.111031,1,0
$1.50 ,0.590219,1,0
$1.00 ,-0.812282,1,1
$1.25 ,0.590219,1,0
$1.50 ,NaN,1,1
$0.75 ,NaN,1,1
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,1.291470,1,0
$1.50 ,0.590219,1,0
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,NaN,2,1
$1.50 ,NaN,1,1
$1.00 ,NaN,1,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,NaN,1,1
$0.75 ,-0.812282,1,1
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,2,0
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,NaN,2,1
$1.50 ,1.291470,1,1
$1.25 ,0.590219,1,0
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,0.590219,2,1
$1.00 ,-0.812282,1,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-0.111031,2,0
$1.25 ,0.590219,1,0
..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,1.291470,1,1
$1.00 ,-0.111031,2,0
..\..\JOCN-master\task a\images\krave_jerky_chili_lime.jpg,NaN,1,1
$1.00 ,-0.812282,1,0
$1.25 ,NaN,1,1
$1.50 ,0.590219,2,0
$1.75 ,0.590219,2,0
$0.75 ,NaN,2,1
$1.50 ,NaN,1,1
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,-0.812282,1,0
..\..\JOCN-master\task a\images\planters_salted_cashews.jpg,-0.111031,1,0
..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg,-0.812282,2,1
$1.00 ,-0.111031,1,0
$1.25 ,0.590219,1,0
$1.25 ,-0.111031,1,0
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,1,0
$1.50 ,0.590219,1,0
$0.75 ,NaN,2,1
$1.00 ,NaN,2,1
$1.50 ,0.590219,1,0
$1.00 ,-0.111031,2,0
..\..\JOCN-master\task a\images\austin_peanut_butter.jpg,NaN,1,1
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,2,0
$1.50 ,NaN,2,1
..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg,-0.812282,2,0
$1.00 ,NaN,1,1
$1.25 ,0.590219,2,0
$1.75 ,NaN,1,1
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-0.111031,1,0
..\..\JOCN-master\task a\images\kind bar_peanut butter_bar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,1.291470,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,NaN,2,1
$1.50 ,NaN,2,1
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,0.590219,1,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,-1.513533,2,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-0.111031,1,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,NaN,2,1
$1.00 ,NaN,2,1
$1.25 ,0.590219,2,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,NaN,1,1
$1.00 ,NaN,1,1
$1.75 ,0.590219,2,0
1.75,-2.916034,1,1
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,-0.812282,1,0
$1.75 ,NaN,2,1
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,-1.513533,2,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,NaN,2,1
$1.75 ,0.590219,2,0
$0.75 ,NaN,1,1
$1.25 ,-0.111031,2,0
..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,-0.812282,1,0
$1.75 ,NaN,1,1
$1.00 ,NaN,1,1
$1.25 ,NaN,1,1
$1.75 ,0.590219,2,0
$1.75 ,0.590219,2,0
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,1.291470,1,1
$1.75 ,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,-1.513533,2,0
$1.25 ,NaN,1,1
$1.25 ,0.590219,2,0
$1.75 ,0.590219,1,0
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,-0.812282,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,NaN,2,1
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,2,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,-1.513533,1,0
..\..\JOCN-master\task a\images\slim_jim.jpg,NaN,1,1
..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,-2.214783,2,0
$1.25 ,-0.111031,2,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,-2.214783,1,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\keebler_cheese_and_peanut_butter.jpg,-1.513533,1,0
..\..\JOCN-master\task a\images\planters_salted_cashews.jpg,-0.111031,1,0
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,NaN,1,1
..\..\JOCN-master\task a\images\boulder_kettle_olive_oil.jpg,1.291470,2,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,NaN,2,1
$1.50 ,0.590219,2,0
$1.50 ,0.590219,1,0
$1.75 ,0.590219,2,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,NaN,1,1
$1.75 ,0.590219,1,0
$1.25 ,0.590219,1,0
$1.25 ,0.590219,1,0
$1.00 ,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,0.590219,2,1
$1.25 ,0.590219,2,0
$1.25 ,NaN,2,1
$0.75 ,-0.812282,2,0
$1.25 ,0.590219,2,0
..\..\JOCN-master\task a\images\kettle_original.jpg,-0.812282,2,0
..\..\JOCN-master\task a\images\black_forest_gummies.jpg,-0.111031,2,0
$1.50 ,0.590219,1,0
$1.50 ,0.590219,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,-2.214783,2,0
$0.50 ,NaN,1,1
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,-0.812282,2,0
$1.75 ,NaN,1,1
