snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,-2.408997,2,1
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,-1.186673,1,1
0.75,-2.408997,2,1
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,NaN,1,1
$1.75 ,0.646813,2,1
$0.50 ,0.646813,2,0
$1.25 ,0.646813,1,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,NaN,2,1
$1.50 ,NaN,2,1
$0.50 ,0.646813,1,0
..\..\JOCN-master\task a\images\slim_jim.jpg,0.646813,1,0
$1.00 ,NaN,1,1
$0.50 ,NaN,1,1
$1.75 ,0.646813,2,0
$1.00 ,NaN,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,NaN,2,1
$1.50 ,0.646813,1,0
$1.25 ,NaN,1,1
..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg,0.646813,1,0
$1.50 ,NaN,1,1
..\..\JOCN-master\task a\images\slim_jim.jpg,0.646813,1,0
1.5,-0.575511,2,1
$0.75 ,0.646813,1,0
$0.50 ,0.646813,1,0
$1.00 ,NaN,1,1
$1.25 ,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,NaN,1,1
$1.75 ,NaN,1,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.646813,2,0
$0.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,0.035651,1,0
$1.75 ,NaN,2,1
$0.50 ,0.646813,1,0
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\popchips_barbeque.jpg,NaN,2,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,NaN,2,1
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.646813,2,0
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.646813,2,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.646813,1,0
$0.50 ,NaN,2,1
..\..\JOCN-master\task a\images\slim_jim.jpg,0.646813,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,0.646813,1,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.646813,2,0
$1.75 ,0.646813,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.646813,1,0
$1.75 ,0.646813,1,0
$1.75 ,0.646813,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,0.646813,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,0.646813,2,0
$1.75 ,0.646813,1,0
$0.50 ,NaN,2,1
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,NaN,2,1
$1.25 ,NaN,2,1
..\..\JOCN-master\task a\images\kettle_salt_pepper.jpg,-0.575511,2,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,0.035651,2,0
$1.75 ,-0.575511,1,0
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,-0.575511,1,1
$1.75 ,0.646813,2,0
$1.75 ,0.646813,2,0
$1.75 ,-0.575511,1,0
$1.50 ,NaN,2,1
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,NaN,2,1
$1.25 ,0.646813,1,0
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,NaN,2,1
$1.50 ,0.646813,2,0
$1.50 ,NaN,2,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.646813,2,0
..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg,NaN,1,1
$1.25 ,0.646813,2,0
$1.75 ,NaN,1,1
$1.75 ,0.646813,2,1
$1.75 ,0.646813,1,0
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,0.646813,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,0.646813,1,0
$1.75 ,0.646813,1,0
..\..\JOCN-master\task a\images\wheat_thins.jpg,NaN,2,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,-0.575511,1,0
$0.50 ,NaN,1,1
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,NaN,2,1
$1.25 ,-0.575511,2,0
..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,0.035651,2,0
..\..\JOCN-master\task a\images\slim_jim.jpg,0.646813,1,0
$1.25 ,-0.575511,1,0
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,0.035651,2,0
$1.75 ,NaN,2,1
$1.50 ,-1.186673,2,0
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,NaN,1,1
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,NaN,2,1
..\..\JOCN-master\task a\images\slim_jim.jpg,NaN,2,1
$1.75 ,NaN,1,1
$1.25 ,0.035651,1,0
..\..\JOCN-master\task a\images\belvita_golden_oats.JPG,-1.797835,2,0
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\slim_jim.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\this_popcorn_is_awesome_aged_white_cheddar.jpg,0.646813,2,0
$1.75 ,0.646813,1,0
..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,NaN,2,1
$1.50 ,NaN,2,1
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,NaN,1,1
$1.75 ,0.646813,2,0
$1.25 ,NaN,2,1
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,NaN,1,1
$0.75 ,NaN,2,1
$1.00 ,-0.575511,1,0
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,NaN,1,1
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\clif_z_bar.jpg,NaN,1,1
$1.00 ,-1.797835,2,0
$1.50 ,-0.575511,2,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,-0.575511,2,0
..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,NaN,1,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,-1.797835,1,1
$1.75 ,0.646813,2,0
$0.50 ,NaN,1,1
..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg,-0.575511,2,1
$1.75 ,0.646813,1,0
$1.50 ,NaN,1,1
..\..\JOCN-master\task a\images\slim_jim.jpg,0.646813,1,0
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,NaN,2,1
$1.75 ,0.646813,1,0
$1.75 ,0.646813,1,0
$1.75 ,0.646813,2,0
$1.75 ,0.646813,1,0
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,NaN,2,1
$1.75 ,0.646813,2,0
$1.25 ,-0.575511,2,0
$1.00 ,-1.797835,1,0
$1.25 ,0.646813,2,0
$1.75 ,-0.575511,2,0
$1.75 ,0.646813,1,0
$1.25 ,NaN,1,1
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,-0.575511,1,0
$1.75 ,NaN,2,1
$0.50 ,NaN,1,1
..\..\JOCN-master\task a\images\mini_cheese_nips.jpg,-0.575511,1,1
$1.75 ,0.646813,1,0
$1.75 ,0.646813,2,0
$1.00 ,-1.186673,2,0
$1.00 ,NaN,1,1
$1.50 ,-0.575511,2,0
1,0.035651,1,1
..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg,NaN,1,1
$1.75 ,-2.408997,1,1
1.25,-3.020158,1,1
$0.75 ,-1.186673,1,0
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,-3.020158,1,0
$1.25 ,-1.797835,2,0
$1.75 ,0.646813,2,0
$1.75 ,0.646813,1,0
$1.25 ,-1.797835,1,1
$1.75 ,0.646813,2,0
$1.75 ,0.646813,2,0
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,0.035651,1,0
$1.75 ,0.646813,2,0
$1.75 ,-2.408997,2,1
$1.75 ,0.646813,2,0
$1.50 ,-0.575511,1,0
..\..\JOCN-master\task a\images\belvita_blueberry.JPG,NaN,1,1
$1.50 ,0.035651,2,0
$1.25 ,NaN,2,1
$1.75 ,0.035651,2,1
0.75,-1.797835,1,1
1.25,-1.797835,2,1
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,-3.020158,1,1
..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,NaN,1,1
$1.00 ,NaN,1,1
