snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,-2.255620,2,1
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,0.043101,2,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,NaN,1,1
..\..\JOCN-master\task a\images\starburst_favereds_candy.jpg,0.043101,2,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,-2.830300,2,1
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,NaN,1,1
$1.25,-0.531579,2,0
$1.25,0.043101,2,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,0.617781,2,0
..\..\JOCN-master\task a\images\nestle_butterfinger_bar.jpg,0.617781,2,0
$1.25,0.043101,1,0
$1.75,0.617781,2,0
..\..\JOCN-master\task a\images\special_k_pastry_crisps_strawberry.jpg,0.617781,1,0
$1.75,0.617781,2,0
$1.5,0.043101,1,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.043101,2,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.617781,1,0
$1.5,0.617781,2,0
$1.75,0.617781,2,0
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,-0.531579,1,0
$1.75,-2.830300,2,1
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,0.617781,1,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\starburst_favereds_candy.jpg,NaN,2,1
$1.75,0.617781,2,0
$1.5,NaN,2,1
$0.5,NaN,1,1
$1.0,NaN,2,1
$0.5,NaN,2,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,0.617781,2,0
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,NaN,1,1
$0.75,NaN,2,1
$1.75,0.617781,2,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,-0.531579,2,0
$1.5,-2.830300,1,1
$1.75,0.043101,1,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,0.617781,1,0
$1.75,0.617781,1,0
..\..\JOCN-master\task a\images\emerald_natural_almonds.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,0.617781,1,0
$1.75,0.617781,1,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,-1.680940,1,1
$1.75,-0.531579,2,1
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,0.043101,1,0
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.617781,1,0
$1.5,NaN,2,1
$0.75,NaN,1,1
$1.75,0.617781,1,0
$1.75,0.617781,1,0
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,-1.680940,2,1
$0.5,NaN,2,1
$1.75,0.617781,2,0
$1.75,0.617781,1,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.617781,1,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,-2.255620,1,1
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,-1.106260,1,1
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,NaN,1,1
..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,0.617781,1,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,0.617781,2,0
..\..\JOCN-master\task a\images\belvita_blueberry.JPG,0.617781,1,0
$0.75,NaN,2,1
$1.75,0.617781,1,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,0.617781,2,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\annie's_cheddar_bunnies.jpg,NaN,1,1
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.043101,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,NaN,2,1
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,NaN,1,1
$1.25,0.617781,2,0
$1.25,0.043101,1,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,0.043101,2,0
..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg,0.043101,1,0
$1.0,-2.830300,2,1
..\..\JOCN-master\task a\images\kettle_bbq.jpg,0.617781,2,0
$1.25,0.043101,1,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,NaN,1,1
..\..\JOCN-master\task a\images\emerald_dark_chocolate_almonds.jpg,0.043101,1,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,0.617781,2,0
$1.75,0.617781,1,0
$0.75,NaN,2,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,NaN,1,1
..\..\JOCN-master\task a\images\larabar_peanut_butter_cookie_bar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,0.617781,2,0
$0.75,NaN,1,1
$1.75,0.043101,1,0
..\..\JOCN-master\task a\images\kettle_salt_pepper.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,NaN,1,1
0.75,-1.106260,2,1
$1.25,0.043101,2,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,0.043101,1,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,-2.255620,1,0
..\..\JOCN-master\task a\images\skittles_original_candy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.043101,2,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,0.617781,1,0
$0.75,NaN,1,1
