snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,NaN,1,1
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.713599,1,0
..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg,NaN,2,1
$1.0,NaN,2,1
$1.25,0.713599,1,0
$0.75,NaN,2,1
$1.25,-0.443589,2,0
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,NaN,1,1
$1.75,0.713599,1,0
$1.5,0.713599,2,0
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,0.135005,1,0
$1.25,-1.022183,2,0
$1.25,0.713599,1,0
..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg,0.713599,1,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,NaN,2,1
$1.75,0.713599,2,0
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,0.713599,2,0
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,0.713599,1,0
$1.75,0.713599,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,NaN,1,1
$1.25,-0.443589,2,0
$1.75,0.713599,2,0
$1.75,0.713599,1,0
$1.75,0.713599,2,0
$1.75,0.713599,1,0
..\..\JOCN-master\task a\images\kettle_salt_pepper.jpg,-1.022183,2,0
$1.25,NaN,1,1
$1.75,-2.757965,1,1
$1.25,-1.600777,2,1
$1.25,0.135005,2,0
$1.25,0.713599,2,0
$1.25,-1.022183,2,0
..\..\JOCN-master\task a\images\starburst_favereds_candy.jpg,0.713599,2,0
$1.75,0.713599,1,0
$1.0,NaN,1,1
$1.75,0.713599,2,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.135005,2,0
$1.5,-1.600777,1,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,NaN,1,1
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.135005,2,0
$1.0,-2.757965,1,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,-1.600777,2,1
$1.5,0.713599,1,0
$1.5,0.135005,2,0
$1.5,0.713599,1,0
$1.75,0.713599,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,NaN,1,1
$1.0,-1.022183,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,-2.757965,1,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,NaN,1,1
$0.75,NaN,2,1
$0.75,NaN,2,1
$1.5,-0.443589,2,1
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.713599,2,0
$1.75,0.713599,2,0
$1.5,0.713599,2,0
$1.0,NaN,1,1
$0.75,NaN,2,1
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,0.713599,1,0
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,NaN,1,1
$1.75,0.713599,1,0
$1.75,0.713599,2,0
$1.75,0.713599,1,0
$1.0,-1.022183,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_teddy graham_honey.jpg,-0.443589,2,0
$1.5,0.135005,2,0
..\..\JOCN-master\task a\images\slim_jim.jpg,0.713599,1,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,NaN,2,1
$1.5,NaN,1,1
$1.0,-1.600777,1,0
$1.75,0.713599,1,0
$1.25,0.135005,2,0
..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,0.713599,2,0
..\..\JOCN-master\task a\images\annie's_chocolate_bunny_grahams.jpg,0.713599,1,0
$1.75,0.713599,1,0
$1.5,-0.443589,1,0
1.25,-1.600777,1,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.713599,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.713599,1,0
$1.5,0.713599,2,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.713599,2,0
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,NaN,1,1
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,0.713599,2,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.713599,1,0
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,NaN,2,1
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,0.713599,2,0
$1.75,0.713599,2,0
$1.75,0.713599,1,0
..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg,NaN,2,1
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,NaN,2,1
..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,-2.179371,2,0
$1.75,0.713599,1,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,0.713599,2,0
