snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,0.858207,2,0
$1.75,0.106493,1,0
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,0.106493,2,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.106493,1,0
$1.25,NaN,1,1
$0.75,NaN,1,1
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.858207,2,0
..\..\JOCN-master\task a\images\clif_z_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,NaN,2,1
$0.5,NaN,2,1
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.106493,1,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\annie's_cheddar_bunnies.jpg,NaN,2,1
$1.25,-0.645222,1,0
..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\special_k_pastry_crisps_strawberry.jpg,NaN,2,1
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.858207,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,0.106493,1,0
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,0.858207,2,1
$1.75,0.106493,1,0
..\..\JOCN-master\task a\images\nestle_butterfinger_cups.jpg,0.858207,2,0
$1.5,-0.645222,1,0
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,0.858207,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.858207,2,0
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.858207,2,0
$1.75,0.858207,1,0
$1.75,NaN,2,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,-0.645222,2,0
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,NaN,1,1
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,0.858207,2,0
$1.75,NaN,2,1
$1.25,0.106493,2,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,NaN,2,1
$1.75,0.106493,1,0
$0.5,NaN,1,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg,0.106493,2,0
$0.75,-2.148650,1,0
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\mini_cheese_nips.jpg,NaN,2,1
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,0.858207,2,0
$1.75,-0.645222,1,0
$1.25,-1.396936,2,0
$1.25,-3.652079,2,1
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,0.858207,1,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\cloverhill_cheese_danish.jpg,-0.645222,2,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,0.106493,1,0
$1.75,0.106493,1,0
$1.75,-0.645222,2,0
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,NaN,1,1
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\kettle_original.jpg,NaN,1,1
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.858207,2,0
$1.25,-1.396936,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,0.106493,2,0
..\..\JOCN-master\task a\images\larabar_cashew_cookie_bar.jpg,-0.645222,1,0
$1.75,-0.645222,1,0
..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg,0.106493,1,0
..\..\JOCN-master\task a\images\lance_toasty_with_pb.jpg,NaN,1,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_teddy graham_honey.jpg,-0.645222,1,1
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,0.858207,2,0
$1.75,0.106493,2,0
$1.0,NaN,1,1
$1.75,0.106493,1,0
$1.5,0.106493,1,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,0.858207,2,0
$1.75,-0.645222,2,0
..\..\JOCN-master\task a\images\nestle_butterfinger_cups.jpg,0.106493,1,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg,0.106493,1,0
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg,0.106493,2,0
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.106493,2,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,0.106493,2,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.106493,1,0
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,0.858207,1,0
$1.25,-1.396936,1,0
$1.75,0.106493,1,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.106493,2,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\welch's_berry.jpg,NaN,2,1
..\..\JOCN-master\task a\images\annie's_chocolate_bunny_grahams.jpg,NaN,2,1
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,NaN,2,1
$1.5,-0.645222,1,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,0.106493,1,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.858207,2,0
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,0.858207,2,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\keebler_cheese_and_peanut_butter.jpg,NaN,2,1
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,0.858207,1,0
$1.75,0.106493,1,0
$1.75,0.106493,1,0
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,0.858207,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,0.858207,2,0
..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg,0.858207,1,0
$1.75,0.106493,2,0
..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,NaN,2,1
..\..\JOCN-master\task a\images\welch's_berry.jpg,NaN,1,1
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,0.858207,1,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,NaN,1,1
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.858207,2,0
$1.75,0.106493,1,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg,0.858207,1,0
$1.75,0.106493,2,0
