snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,-1.279552,2,1
$1.5,NaN,1,1
$1.25,-2.503029,2,1
$1.0,NaN,2,1
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,0.555662,2,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\cheez itz_original.jpg,NaN,2,1
$1.25,0.555662,1,0
$1.75,0.555662,1,0
$1.75,0.555662,2,0
$1.25,0.555662,1,0
0.75,-3.114767,1,1
$1.0,0.555662,2,0
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg,NaN,2,1
$1.25,0.555662,1,0
..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.555662,1,0
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,0.555662,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg,0.555662,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,-0.056076,2,0
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,-0.056076,1,0
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,NaN,2,1
..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg,-0.667814,2,0
..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,NaN,2,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,0.555662,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,-1.279552,2,1
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\cheez itz_original.jpg,NaN,2,1
..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,-0.056076,1,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-0.667814,2,1
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,NaN,2,1
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,NaN,1,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,0.555662,2,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,0.555662,1,0
$1.5,NaN,2,1
$1.25,0.555662,1,0
..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,-1.891291,2,1
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,-0.056076,2,0
..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg,NaN,1,1
$1.75,-0.056076,1,0
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,NaN,1,1
..\..\JOCN-master\task a\images\lance_toasty_with_pb.jpg,NaN,1,1
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,-0.056076,2,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,0.555662,1,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,NaN,2,1
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,NaN,1,1
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,-2.503029,1,1
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,0.555662,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,0.555662,2,0
..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,0.555662,2,0
