snackName,rating,choseFor,pcResponse
$1.5,-2.150738,2,1
$1.75,0.589055,1,0
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,NaN,1,1
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,NaN,2,1
$1.75,0.589055,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,NaN,2,1
$1.75,0.589055,2,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,-0.506862,1,0
$1.75,0.589055,1,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,-1.054820,1,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,-1.054820,2,0
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.589055,1,0
$1.75,NaN,2,1
$1.75,0.589055,2,0
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,-1.054820,2,0
$1.5,NaN,2,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,0.041097,1,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,-1.054820,2,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,-1.054820,2,0
$1.25,-2.698696,1,0
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,-1.054820,2,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,-1.054820,2,0
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,-2.150738,2,0
$1.75,0.589055,1,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,-2.698696,2,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.589055,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg,NaN,1,1
..\..\JOCN-master\task a\images\cheez itz_original.jpg,-1.602779,2,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.589055,2,0
$1.0,NaN,1,1
$1.25,-2.698696,1,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.589055,2,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.589055,1,0
$1.75,0.589055,1,0
..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,0.041097,2,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,0.589055,1,0
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,NaN,1,1
$1.0,0.589055,1,1
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,NaN,2,1
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,0.589055,1,0
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,0.589055,2,0
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,-0.506862,2,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,0.589055,2,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,NaN,1,1
..\..\JOCN-master\task a\images\austin_peanut_butter.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,0.589055,2,0
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,-1.602779,2,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kettle_original.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.589055,1,0
0.5,-2.150738,2,1
$1.75,0.041097,2,0
..\..\JOCN-master\task a\images\planters_salted_cashews.jpg,NaN,2,1
$1.75,0.589055,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.589055,2,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.589055,2,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.589055,2,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.589055,1,0
$1.75,-0.506862,2,0
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.589055,2,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,NaN,1,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.589055,2,0
$1.75,0.589055,1,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,-2.150738,1,1
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,-1.602779,2,0
$0.5,NaN,2,1
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,0.589055,2,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,0.589055,2,0
$1.75,0.589055,1,0
..\..\JOCN-master\task a\images\special_k_cracker_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,-1.054820,2,0
$1.75,0.041097,1,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,0.589055,1,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,0.589055,1,0
$1.25,-1.602779,2,0
