snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,-1.345998,2,0
..\..\JOCN-master\task a\images\kar's_yogurt apple_nut mix.jpg,NaN,2,1
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,-2.538026,2,0
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,0.442044,1,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,-0.153970,2,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,-0.749984,2,0
..\..\JOCN-master\task a\images\welch's_berry.jpg,1.038058,2,0
$1.75,-0.153970,2,0
$1.75,0.442044,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\this_popcorn_is_awesome_popcorn.jpg,NaN,1,1
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,-0.153970,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,-0.153970,2,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\kettle_bbq.jpg,-1.345998,2,1
$1.75,0.442044,2,0
$1.75,-0.749984,1,0
..\..\JOCN-master\task a\images\welch's_berry.jpg,-2.538026,2,1
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,1.038058,1,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,-0.749984,2,0
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,0.442044,1,0
..\..\JOCN-master\task a\images\larabar_peanut_butter_cookie_bar.jpg,-1.942012,2,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,1.038058,1,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg,-2.538026,1,0
$1.75,0.442044,2,0
..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,NaN,1,1
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,-0.153970,1,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,-1.345998,2,0
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,-0.749984,2,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.442044,1,0
$1.75,0.442044,2,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,NaN,1,1
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,NaN,1,1
..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,-1.345998,2,0
$1.0,NaN,2,1
$1.5,0.442044,1,0
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,-0.749984,2,0
$1.75,NaN,1,1
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,-0.749984,2,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,0.442044,2,1
..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,NaN,1,1
$1.75,0.442044,2,0
..\..\JOCN-master\task a\images\emerald_natural_almonds.jpg,0.442044,2,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,NaN,1,1
$1.75,1.038058,2,0
..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg,NaN,2,1
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,1.038058,1,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.442044,1,0
$1.75,-0.749984,2,0
$1.25,-0.749984,2,0
$1.75,0.442044,1,0
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,1.038058,1,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg,-0.153970,2,0
$1.75,1.038058,1,0
..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg,-0.153970,1,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,-2.538026,2,1
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,-0.749984,1,0
..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,NaN,1,1
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,0.442044,1,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,NaN,1,1
$0.5,-2.538026,2,0
$1.5,0.442044,2,0
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,-1.345998,1,0
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,1.038058,1,0
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,NaN,1,1
..\..\JOCN-master\task a\images\this_popcorn_is_awesome_popcorn.jpg,NaN,1,1
..\..\JOCN-master\task a\images\clif_z_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,-1.345998,2,0
$1.5,-0.153970,1,0
$1.75,-0.153970,1,0
..\..\JOCN-master\task a\images\cloverhill_cheese_danish.jpg,-0.749984,2,0
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,0.442044,1,0
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,NaN,2,1
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,-1.345998,1,0
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,-2.538026,1,1
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,1.038058,1,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\kettle_bbq.jpg,0.442044,2,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,1.038058,2,0
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,NaN,2,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,0.442044,1,1
..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,-1.942012,2,0
$1.75,0.442044,1,0
$1.75,0.442044,2,0
..\..\JOCN-master\task a\images\fiber one_cinamon_coffee cake.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,1.038058,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,0.442044,2,0
..\..\JOCN-master\task a\images\emerald_dark_chocolate_almonds.jpg,NaN,1,1
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,-0.749984,2,0
$1.5,NaN,2,1
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,1.038058,1,0
$1.75,0.442044,2,0
..\..\JOCN-master\task a\images\kar's_sweet'n spicy_mix.jpg,-0.153970,1,0
$1.75,0.442044,1,1
$1.75,1.038058,1,0
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,-0.153970,1,0
$1.5,-0.153970,1,0
..\..\JOCN-master\task a\images\clif_z_bar.jpg,-0.153970,2,0
..\..\JOCN-master\task a\images\emerald_cashews.jpg,NaN,2,1
$1.5,NaN,1,1
$1.75,0.442044,2,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,0.442044,2,0
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.442044,1,0
$1.0,NaN,1,1
$1.5,0.442044,2,0
..\..\JOCN-master\task a\images\emerald_cashews.jpg,-0.153970,1,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,-0.153970,1,0
$1.75,1.038058,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,-0.153970,1,1
$1.0,NaN,2,1
$1.75,0.442044,2,0
$1.0,1.038058,2,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.442044,2,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,1.038058,1,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,-0.153970,1,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,1.038058,2,0
..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,1.038058,2,0
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,1.038058,1,0
$1.75,0.442044,1,0
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,1.038058,2,0
$1.75,1.038058,1,0
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,0.442044,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,-0.153970,1,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,1.038058,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,1.038058,2,0
$1.75,1.038058,2,0
..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,NaN,2,1
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,-0.749984,1,0
..\..\JOCN-master\task a\images\boulder_kettle_sea_salt.jpg,NaN,2,1
