snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,NaN,2,1
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.416375,2,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,1.082575,2,0
..\..\JOCN-master\task a\images\slim_jim.jpg,1.082575,1,0
..\..\JOCN-master\task a\images\wheat_thins.jpg,-0.249825,1,0
..\..\JOCN-master\task a\images\kettle_original.jpg,NaN,2,1
$1.25,NaN,1,1
$1.75,0.416375,1,0
$1.75,0.416375,1,0
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,NaN,1,1
$1.75,-1.582226,2,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,-0.916025,2,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,-1.582226,2,0
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,-2.248426,1,0
$1.75,-2.248426,1,0
$1.75,0.416375,2,0
$1.0,NaN,1,1
$1.25,-0.249825,2,0
..\..\JOCN-master\task a\images\kars_mango pinapple_trail mix.jpg,NaN,2,1
$1.0,0.416375,2,0
..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg,-0.249825,2,0
$1.5,-0.916025,1,0
$0.5,NaN,2,1
$1.25,0.416375,2,1
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,NaN,1,1
..\..\JOCN-master\task a\images\fiber one_chocolate fudge_ brownie.jpg,-0.249825,1,0
$1.5,-0.249825,1,0
$1.25,-0.249825,1,0
$1.25,NaN,1,1
$1.75,-0.249825,1,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,1.082575,2,0
..\..\JOCN-master\task a\images\baked_lays_sour cream and onion.jpg,1.082575,1,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.416375,1,0
$1.75,1.082575,1,0
..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,NaN,1,1
..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,NaN,1,1
$1.25,0.416375,1,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,0.416375,1,0
..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg,-0.916025,2,0
$0.75,NaN,1,1
$1.25,-0.249825,1,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,-0.249825,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,NaN,1,1
..\..\JOCN-master\task a\images\special_k_pastry_crisps_strawberry.jpg,NaN,2,1
..\..\JOCN-master\task a\images\special_k_pastry_crisps_blueberry.jpg,-1.582226,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,NaN,2,1
$1.25,NaN,1,1
$1.75,0.416375,1,0
$1.75,0.416375,1,0
$1.75,-0.916025,2,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,NaN,1,1
$1.75,0.416375,2,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,-2.248426,2,0
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,0.416375,1,0
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,NaN,2,1
$1.75,0.416375,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,NaN,1,1
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,NaN,2,1
$1.75,0.416375,2,0
$1.75,0.416375,2,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,1.082575,1,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,1.082575,1,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,NaN,1,1
$1.25,-0.249825,1,0
$1.5,-1.582226,2,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.416375,1,0
..\..\JOCN-master\task a\images\kettle_original.jpg,1.082575,1,0
$1.5,NaN,1,1
$1.75,0.416375,2,0
$0.75,-2.248426,1,0
..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg,-0.249825,1,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,-0.249825,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,0.416375,2,0
..\..\JOCN-master\task a\images\kettle_original.jpg,1.082575,1,0
$1.75,1.082575,2,0
..\..\JOCN-master\task a\images\kettle_bbq.jpg,1.082575,1,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.416375,1,0
$1.75,0.416375,2,0
$1.0,0.416375,2,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,-0.916025,2,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,-0.249825,1,0
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,1.748776,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,1.082575,1,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,1.082575,2,0
..\..\JOCN-master\task a\images\nestle_butterfinger_bar.jpg,-0.249825,2,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.416375,1,0
$1.75,-1.582226,2,1
$1.5,NaN,2,1
$1.75,0.416375,1,0
..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,1.082575,2,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,1.082575,2,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg,-0.916025,2,0
$1.75,1.082575,2,0
..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg,-2.248426,2,0
$1.5,-0.249825,1,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.416375,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,-0.249825,1,0
$1.75,0.416375,2,0
..\..\JOCN-master\task a\images\belvita_golden_oats.JPG,NaN,2,1
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,-0.249825,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,NaN,1,1
..\..\JOCN-master\task a\images\garden_veggie straws_zesty ranch.jpg,0.416375,2,0
..\..\JOCN-master\task a\images\belvita_blueberry.JPG,-0.916025,2,1
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,1.082575,2,0
