snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg,0.797276,2,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,-0.985453,2,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,-1.579695,2,0
..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,NaN,2,1
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.203033,1,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,0.797276,1,0
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,0.797276,1,0
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,NaN,1,1
..\..\JOCN-master\task a\images\belvita_blueberry.JPG,-1.579695,2,1
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.797276,1,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,0.203033,1,0
..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg,0.203033,2,1
$0.75,0.797276,1,1
..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg,0.203033,1,0
$0.75,NaN,2,1
1.0,-2.768181,1,1
..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,NaN,1,1
..\..\JOCN-master\task a\images\grandmas_chocolate brownie_cookie.jpg,0.797276,1,1
1.5,-1.579695,1,1
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,NaN,2,1
0.75,-1.579695,2,1
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,-0.391210,2,0
1.25,-0.985453,2,1
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,NaN,1,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,NaN,2,1
$0.75,NaN,2,1
$0.75,0.203033,1,1
$1.5,NaN,2,1
$1.25,-0.391210,2,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,NaN,2,1
$1.5,NaN,1,1
1.0,-1.579695,2,1
..\..\JOCN-master\task a\images\cheez itz_original.jpg,-2.173938,1,1
$1.5,NaN,1,1
0.5,-0.985453,1,1
..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg,-1.579695,2,1
0.5,-0.985453,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,-2.768181,1,1
0.75,-1.579695,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,0.797276,1,0
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,NaN,2,1
..\..\JOCN-master\task a\images\annie's_honey_bunny_grahams.jpg,0.203033,1,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,0.797276,1,0
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,0.797276,2,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,NaN,2,1
..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,0.797276,1,1
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\baked_lays_sour cream and onion.jpg,0.797276,2,1
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,-0.391210,1,0
..\..\JOCN-master\task a\images\haribo_gold_bears.jpg,0.203033,2,1
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,NaN,1,1
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,NaN,2,1
$0.75,NaN,2,1
$1.25,NaN,1,1
1.5,-2.768181,2,1
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,NaN,2,1
..\..\JOCN-master\task a\images\planters_salted_cashews.jpg,0.797276,2,1
$0.5,NaN,1,1
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,NaN,1,1
0.75,0.203033,2,1
..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,-2.768181,1,1
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,-2.173938,2,1
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\cliff_chocolate chip_bar.jpg,-0.985453,2,1
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,NaN,1,1
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,-0.391210,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,0.797276,2,0
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,-0.391210,1,1
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,NaN,1,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\annie's_honey_bunny_grahams.jpg,0.203033,2,1
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.203033,1,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.203033,1,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,0.203033,1,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,-0.391210,2,0
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,0.797276,1,1
..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,NaN,1,1
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,NaN,2,1
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,-1.579695,2,1
0.75,-1.579695,2,1
..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,0.797276,1,1
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,0.203033,2,1
..\..\JOCN-master\task a\images\skittles_original_candy.jpg,-0.391210,1,1
..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg,0.797276,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.797276,2,0
$0.75,NaN,2,1
1.0,-2.768181,1,1
..\..\JOCN-master\task a\images\larabar_peanut_butter_cookie_bar.jpg,NaN,1,1
1.0,0.203033,1,1
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,0.203033,2,0
$1.5,NaN,1,1
..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,0.203033,2,1
