snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,NaN,2,1
..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg,-2.257444,2,1
$1.75,0.765919,1,1
$1.25,0.765919,1,0
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,NaN,2,1
$1.25,NaN,1,1
$1.75,0.765919,1,0
$1.75,0.765919,2,0
..\..\JOCN-master\task a\images\slim_jim.jpg,-0.443427,2,0
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,NaN,1,1
..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg,0.161246,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,NaN,2,1
$1.75,0.765919,2,0
$1.75,0.765919,1,0
..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,0.161246,2,1
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,NaN,1,1
..\..\JOCN-master\task a\images\slim_jim.jpg,NaN,1,1
$1.75,NaN,1,1
$0.75,-1.048099,2,1
$1.75,0.765919,1,0
$1.75,NaN,1,1
$1.75,0.765919,2,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.765919,2,0
$1.25,0.765919,1,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\wheat_thins.jpg,0.765919,1,0
$1.75,0.765919,2,0
$1.75,0.765919,2,0
..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG,0.765919,2,0
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,0.765919,1,0
$1.25,0.765919,1,0
..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,NaN,1,1
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,NaN,2,1
$1.75,0.765919,2,0
..\..\JOCN-master\task a\images\fig_newtons.jpg,-0.443427,2,0
$1.75,0.765919,1,0
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg,NaN,2,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,NaN,1,1
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,-2.862117,2,1
$1.5,-0.443427,2,0
$1.25,-1.048099,2,1
$1.75,0.765919,2,0
..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg,-2.257444,1,0
$0.75,0.765919,2,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg,NaN,2,1
$1.0,-0.443427,1,0
..\..\JOCN-master\task a\images\lance_van-o_cookies.jpg,NaN,1,1
$1.75,0.161246,2,0
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg,0.161246,1,0
$1.0,-1.048099,1,0
$1.5,-0.443427,2,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,0.161246,2,0
$1.25,-1.652772,2,0
..\..\JOCN-master\task a\images\grandmas_chocolate chip_cookies.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\welch's_berry.jpg,0.161246,1,1
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg,NaN,2,1
1.5,-0.443427,2,1
$1.75,0.765919,1,0
..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,0.765919,2,1
$0.5,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,-1.652772,1,0
..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,-0.443427,1,1
$1.25,NaN,1,1
..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg,-2.257444,2,0
..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,0.765919,2,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,NaN,2,1
$0.75,-1.652772,1,0
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\krave_jerky_sweet_chipotle.jpg,0.161246,2,0
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,0.765919,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,NaN,2,1
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\cheez itz_original.jpg,0.161246,1,0
$1.0,-1.652772,2,0
..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,NaN,2,1
$0.5,-1.048099,2,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.765919,2,0
$1.25,-1.048099,2,0
$1.5,NaN,2,1
$1.25,0.765919,2,0
$1.0,NaN,2,1
$1.25,0.161246,1,0
..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,NaN,1,1
$0.75,0.161246,2,0
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,-1.048099,1,0
..\..\JOCN-master\task a\images\wheat_thins.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg,-0.443427,1,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\nabisco_teddy graham_honey.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,0.765919,1,0
..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg,NaN,1,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.765919,1,0
