snackName,rating,choseFor,pcResponse
..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,1.016073,1,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,-1.734200,2,0
..\..\JOCN-master\task a\images\grandmas_vanilla sandwhich creme_cookies.jpg,0.099315,2,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,-3.567716,2,0
..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,-0.817442,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\belvita_golden_oats.JPG,-0.817442,2,0
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,-0.817442,1,0
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,1.016073,2,0
$1.75,1.016073,1,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,NaN,1,1
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\nabisco_mini_ritz.jpg,1.016073,1,0
$0.75,NaN,2,1
$1.75,0.099315,2,0
$0.5,-0.817442,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,NaN,1,1
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,-0.817442,2,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\kars_mango pinapple_trail mix.jpg,-1.734200,2,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,0.099315,1,0
$1.75,NaN,1,1
..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\lance_toast_cheese_with_pb.JPG,-0.817442,1,0
..\..\JOCN-master\task a\images\belvita_banana_bread.jpg,-1.734200,2,0
..\..\JOCN-master\task a\images\starburst_verry berry_candy.jpg,-0.817442,1,0
..\..\JOCN-master\task a\images\m&m's_peanut.jpg,NaN,1,1
..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,1.016073,1,0
$1.0,NaN,2,1
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,1.016073,1,0
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg,NaN,2,1
..\..\JOCN-master\task a\images\mini_cheese_nips.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\kars_mango pinapple_trail mix.jpg,NaN,1,1
$0.75,-1.734200,2,0
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,1.016073,1,0
..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,1.016073,2,0
..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,0.099315,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\annie's_chocolate_chip_bunny_grahams.jpg,-0.817442,2,0
$1.25,0.099315,2,0
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\emerald_natural_almonds.jpg,NaN,2,1
$0.5,NaN,1,1
$1.25,NaN,2,1
..\..\JOCN-master\task a\images\kind_almond_butter.jpg,NaN,1,1
..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\keebler_cheese_and_peanut_butter.jpg,NaN,1,1
..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg,NaN,1,1
..\..\JOCN-master\task a\images\basil_vanilla.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\belvita_golden_oats.JPG,0.099315,2,0
$1.5,1.016073,1,0
..\..\JOCN-master\task a\images\keebler_cheese_and_peanut_butter.jpg,-0.817442,1,0
..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,0.099315,2,0
$1.75,0.099315,2,0
..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg,NaN,1,1
..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\starburst_favereds_candy.jpg,0.099315,1,0
..\..\JOCN-master\task a\images\kettle_jalepeno.jpg,0.099315,1,0
..\..\JOCN-master\task a\images\planters_salted_cashews.jpg,0.099315,2,0
$1.75,1.016073,1,0
..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\lance_toasty_with_pb.jpg,NaN,1,1
..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,-0.817442,2,0
..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg,-1.734200,2,0
..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg,1.016073,2,0
..\..\JOCN-master\task a\images\nature_valley_chewy.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg,NaN,2,1
..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\cheez itz_original.jpg,1.016073,1,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,1.016073,1,0
$1.75,NaN,2,1
..\..\JOCN-master\task a\images\special_k_pastry_crisps_blueberry.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\ct_crunch_cereal_bar.jpg,1.016073,1,0
$1.75,0.099315,1,0
$1.5,0.099315,1,0
$0.75,NaN,2,1
..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,0.099315,1,0
..\..\JOCN-master\task a\images\basil_vanilla.jpg,NaN,1,1
$1.75,NaN,2,1
$1.0,NaN,1,1
..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,0.099315,2,0
$0.75,NaN,1,1
..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg,NaN,2,1
..\..\JOCN-master\task a\images\austin_peanut butter_cheese cracker.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\garden_veggie straws_cheddar.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,NaN,2,1
..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,1.016073,2,0
..\..\JOCN-master\task a\images\grandmas_oatmeal raisin_cookies.jpg,-1.734200,2,0
$1.75,NaN,2,1
$1.75,NaN,2,1
$1.5,NaN,2,1
..\..\JOCN-master\task a\images\austin_peanut_butter.jpg,0.099315,1,0
$0.5,NaN,2,1
..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg,0.099315,1,0
..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\nabisco_ritz bits_cookies.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\lance_captain_wafers_with_honey_and_pb.JPG,0.099315,2,0
..\..\JOCN-master\task a\images\basil_vanilla.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg,-1.734200,1,0
..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,-0.817442,2,0
..\..\JOCN-master\task a\images\baked_lays_classic.jpg,0.099315,1,0
..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,1.016073,1,0
..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg,0.099315,2,0
..\..\JOCN-master\task a\images\lance_van-o_cookies.jpg,-0.817442,1,0
..\..\JOCN-master\task a\images\homefree_vanilla_minicookies.jpg,NaN,2,1
..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,1.016073,1,0
